Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Andy Heck,2015,Kansas City Chiefs (NFL),offensive line,O,OL,3,11,0.688,0.437,0,0,-0.5749176740646362,0.32356011867523193,-0.472967267036438,-0.7653456330299377,0.6598331928253174,-0.5057847499847412,0.7576496601104736,0.2607085406780243,0
Matt Nagy,2015,Kansas City Chiefs (NFL),quarterbacks,O,QB,3,7,0.688,0.625,0,0,-1.368600368499756,0.2533271610736847,0.17054300010204315,-1.2891066074371338,1.1816099882125854,-1.234951376914978,-0.13308806717395782,-0.7089048624038696,0
Eric Bieniemy,2015,Kansas City Chiefs (NFL),running backs,O,RB,3,7,0.688,0.542,0,0,-1.28278911113739,0.5289129614830017,0.24322937428951266,-0.6705190539360046,0.19844304025173187,-0.3488272428512573,0.3581797182559967,-0.8568402528762817,0
Tom Melvin,2015,Kansas City Chiefs (NFL),tight ends,O,TE,3,16,0.625,0.512,0,0,-1.0209665298461914,0.36830413341522217,0.2016938477754593,-1.0353246927261353,1.340821385383606,-0.764883279800415,0.24913425743579865,-0.9821006655693054,0
Dave Culley,2016,Kansas City Chiefs (NFL),wide receivers,O,WR,3,0,0.688,0.578,0,0,-0.820565938949585,-0.03747599944472313,1.2436361312866209,-1.2313103675842283,0.5616061687469482,-0.659734308719635,-0.7889105677604675,-1.4705135822296145,0
Brad Childress,2016,Kansas City Chiefs (NFL),offensive coordinator,OC,OC,2,17,0.312,0.312,0,1,-0.8419663310050964,-0.0828385204076767,0.9261412024497986,-0.8696237206459045,-0.2738617956638336,-0.2600950002670288,-0.5836029648780823,-0.8874356746673584,0
Matt Nagy,2016,Kansas City Chiefs (NFL),offensive coordinator,OC,OC,2,8,0.688,0.646,0,1,-1.3203272819519043,0.2641152441501617,1.0979613065719604,-1.0684224367141724,0.11403416097164155,-1.287551999092102,-0.6287776827812195,-1.22301185131073,0
Al Harris,2016,Kansas City Chiefs (NFL),cornerbacks,D,Sec,3,4,0.688,0.646,0,0,-1.1425678730010986,0.2780584692955017,1.1178070306777954,-1.1688387393951416,0.19037558138370514,-1.3445395231246948,-0.7640618085861206,-1.212329626083374,0
Emmitt Thomas,2016,Kansas City Chiefs (NFL),defensive backs,D,Sec,3,30,0.688,0.5,0,0,-0.08571811020374298,-0.1640169769525528,0.2895337641239166,-0.5585866570472717,-0.02969808131456375,-0.6156994700431824,-0.6234059333801271,-0.09786637127399443,0
Bob Sutton,2016,Kansas City Chiefs (NFL),defensive coordinator,DC,DC,2,16,0.688,0.527,0,1,-1.0069645643234253,0.13892732560634613,0.03555596247315407,0.19605886936187744,0.2915622889995575,-0.5121852755546571,-0.24588969349861145,-0.7167232632637024,0
Britt Reid,2016,Kansas City Chiefs (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Andy Reid,2016,Kansas City Chiefs (NFL),head coach,HC,HC,1,24,0.688,0.538,1,0,-0.5240181684494019,-0.03631418570876122,1.0337762832641602,-1.3184399604797363,-0.1240648627281189,-0.5235859751701355,-0.8026288151741028,-1.07730233669281,0
Gary Gibbs,2016,Kansas City Chiefs (NFL),linebackers,D,LB,3,14,0.688,0.5,0,0,-0.2649340927600861,0.1336010843515396,0.4224889576435089,0.2070038467645645,0.2398347109556198,-1.0911037921905518,-0.3689182698726654,-0.8049089312553406,0
Andy Heck,2016,Kansas City Chiefs (NFL),offensive line,O,OL,3,12,0.688,0.475,0,0,-0.652728259563446,-0.2130660116672516,-0.005130098666995764,-1.0435893535614014,0.14121013879776,-0.8524910211563109,0.3500117361545563,-0.4239136576652527,0
Eric Bieniemy,2016,Kansas City Chiefs (NFL),running backs,O,RB,3,8,0.688,0.646,0,0,-1.2311886548995972,0.12560930848121646,0.5229282975196838,-0.6739946007728577,-0.2453538924455643,-0.4927886426448822,-0.36573368310928345,-0.8545135855674744,0
Tom Melvin,2016,Kansas City Chiefs (NFL),tight ends,O,TE,3,17,0.688,0.525,0,0,-0.6135808825492859,0.10767026245594023,0.9307945370674132,-1.1827493906021118,0.15780267119407654,-0.9304322600364684,-0.5347052216529846,-1.4708465337753296,0
Al Harris,2017,Kansas City Chiefs (NFL),cornerbacks,D,Sec,3,5,0.75,0.661,0,0,0.10740765184164047,1.0607841014862058,0.9485372304916382,-2.0469346046447754,-0.6766630411148071,-0.4191255867481232,-0.8370354771614075,-0.4107690155506134,0
Emmitt Thomas,2017,Kansas City Chiefs (NFL),defensive backs,D,Sec,3,31,0.75,0.563,0,0,0.3026957213878632,0.5210887789726257,0.4544363915920258,-0.6622578501701355,-0.14761285483837128,0.2635089159011841,-0.3016743063926697,0.194997176527977,0
Bob Sutton,2017,Kansas City Chiefs (NFL),defensive coordinator,DC,DC,2,17,0.75,0.573,0,1,-0.26560553908348083,0.04657533392310143,0.3305456340312958,-0.3664140701293945,-0.5543153285980225,-0.4141404628753662,-0.9728771448135376,-0.1360207200050354,0
Britt Reid,2017,Kansas City Chiefs (NFL),defensive line,D,DL,3,1,0.75,0.75,0,0,-0.008017382584512234,0.9403080344200134,0.7759780883789062,-2.0741515159606934,-0.7037588357925415,-0.3683412969112396,-0.6562045216560364,-0.2497965395450592,0
Andy Reid,2017,Kansas City Chiefs (NFL),head coach,HC,HC,1,25,0.75,0.588,1,0,0.003454279387369752,0.7184206247329712,0.9136993288993835,-1.6864534616470337,-0.6212065815925598,0.42119234800338745,-0.2047220766544342,-0.5311340093612671,0
Gary Gibbs,2017,Kansas City Chiefs (NFL),linebackers,D,LB,3,15,0.75,0.563,0,0,0.5277696847915649,0.6319052577018738,0.5867907404899597,-0.6642211675643921,-0.032776810228824615,-0.5639127492904663,-0.834874153137207,0.034324504435062415,0
Matt Nagy,2017,Kansas City Chiefs (NFL),offensive coordinator,OC,OC,2,9,0.75,0.688,0,1,0.06059980764985085,1.0390301942825315,0.8840554356575012,-2.107838630676269,-0.5671730637550354,-0.34683945775032043,-0.6378021240234375,-0.1950654089450836,0
Andy Heck,2017,Kansas City Chiefs (NFL),offensive line,O,OL,3,13,0.75,0.563,0,0,0.29121071100234985,-0.05277800187468529,0.17044343054294586,-1.7462549209594729,-0.2607437670230865,-0.3084312677383423,0.1898114383220673,0.034850973635911935,0
Eric Bieniemy,2017,Kansas City Chiefs (NFL),running backs,O,RB,3,9,0.75,0.672,0,0,-0.14975889027118686,0.5534616708755493,0.5191838145256042,-1.2371677160263062,-0.9952427744865416,-0.07784337550401688,-0.2820132672786713,-0.21252523362636566,0
Tom Melvin,2017,Kansas City Chiefs (NFL),tight ends,O,TE,3,18,0.75,0.575,0,0,0.03831487894058228,0.5639733076095581,1.0690714120864868,-1.5559959411621094,-0.6629102230072021,-0.20461399853229525,-0.5701318979263306,-0.8263412714004517,0
Greg Lewis,2017,Kansas City Chiefs (NFL),wide receivers,O,WR,3,2,0.438,0.438,0,0,0.7631888389587402,-0.18178719282150269,0.5500403046607971,-1.2089027166366575,-1.2263370752334597,-0.08063308894634247,-0.32456013560295105,-1.2086842060089111,0
Al Harris,2018,Kansas City Chiefs (NFL),cornerbacks,D,Sec,3,6,0.75,0.656,0,0,0.4434385001659393,2.602356195449829,0.02742099575698376,-1.7575002908706665,0.5771675109863281,0.3639821410179138,0.16567237675189972,0.2674528360366821,0
Emmitt Thomas,2018,Kansas City Chiefs (NFL),defensive backs,D,Sec,3,32,0.75,0.663,0,0,-0.042763341218233115,0.7074705362319946,-0.3152725696563721,-0.2649470269680023,0.7484962940216064,0.08192096650600432,0.03415874019265175,-0.028524911031126976,0
Bob Sutton,2018,Kansas City Chiefs (NFL),defensive coordinator,DC,DC,2,18,0.75,0.663,0,1,0.246614083647728,1.0178226232528689,0.4554963707923889,-0.14639267325401306,-0.09811674803495407,-0.024460449814796448,-0.7474008798599243,0.29763540625572205,0
Britt Reid,2018,Kansas City Chiefs (NFL),defensive line,D,DL,3,2,0.75,0.688,0,0,0.14227555692195892,2.0771551132202153,0.07690761983394623,-1.7297910451889038,0.6677927970886229,0.32560044527053833,0.16197791695594788,0.4060758054256439,0
Andy Reid,2018,Kansas City Chiefs (NFL),head coach,HC,HC,1,26,0.75,0.663,1,0,-0.19955071806907654,1.8285752534866333,0.015976112335920334,-1.2318761348724363,0.328158974647522,0.7157060503959656,0.3140465021133423,-0.09000453352928163,0
Mark DeLeone,2018,Kansas City Chiefs (NFL),inside linebackers,D,LB,3,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eric Bieniemy,2018,Kansas City Chiefs (NFL),offensive coordinator,OC,OC,2,10,0.75,0.663,0,1,0.09246291965246199,1.4602034091949463,0.11357252299785615,-0.7668681144714355,-0.07334316521883011,0.4744355082511902,0.07535532861948012,0.42525357007980347,0
Andy Heck,2018,Kansas City Chiefs (NFL),offensive line,O,OL,3,14,0.75,0.663,0,0,0.4710418581962586,0.7804595232009888,0.2889171838760376,-0.9493366479873656,0.6403396129608154,0.1773815155029297,0.7147912979125977,0.4567937552928925,0
Michael Lee Smith,2018,Kansas City Chiefs (NFL),outside linebackers,D,LB,3,0,0.0,0.0,0,0,0.3007028698921204,0.9103193879127502,0.9476009607315063,-0.4933948218822479,0.2696423530578613,-0.23723149299621585,-1.1788349151611328,1.1975892782211304,0
Mike Kafka,2018,Kansas City Chiefs (NFL),quarterbacks,O,QB,3,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Deland McCullough,2018,Kansas City Chiefs (NFL),running backs,O,RB,3,0,0.0,0.0,0,0,-1.1272001266479492,1.1000345945358276,0.3481718897819519,0.4209800362586975,0.6870999932289124,-1.4118943214416504,-0.6001289486885071,0.018150879070162773,0
Tom Melvin,2018,Kansas City Chiefs (NFL),tight ends,O,TE,3,19,0.75,0.65,0,0,0.3509719967842102,1.863931894302368,0.5204494595527649,-1.159975290298462,0.14708763360977173,0.538508415222168,0.10331736505031586,-0.12406695634126665,0
Greg Lewis,2018,Kansas City Chiefs (NFL),wide receivers,O,WR,3,3,0.625,0.531,0,0,0.8260259628295898,1.757324457168579,0.40886035561561584,-1.1945428848266602,0.16109490394592285,0.5847665667533875,0.4268733859062195,0.5228705406188965,0
David Merritt,2019,Kansas City Chiefs (NFL),defensive backs,D,Sec,3,18,0.688,0.363,0,0,0.3248021900653839,0.12660746276378632,-0.09485379606485367,0.2808899283409119,-0.180334746837616,-0.5001717805862427,-0.9589921832084656,-1.213821291923523,0
Sam Madison,2019,Kansas City Chiefs (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Steve Spagnuolo,2019,Kansas City Chiefs (NFL),defensive coordinator,DC,DC,2,20,0.688,0.417,0,1,0.2672110199928284,0.2810995280742645,-0.6229358315467834,0.01676868461072445,-0.2359740287065506,0.54205322265625,-0.5681380033493042,-0.9993252754211426,0
Britt Reid,2019,Kansas City Chiefs (NFL),defensive line,D,DL,3,3,0.75,0.708,0,0,0.10264524817466736,1.3135963678359983,-1.7595925331115725,-1.5885201692581177,0.4624480307102203,0.5560712218284607,0.24681124091148374,-1.481779932975769,0
Andy Reid,2019,Kansas City Chiefs (NFL),head coach,HC,HC,1,27,0.75,0.675,1,0,-0.282930463552475,0.7286118865013123,-0.9089573621749878,-1.124226689338684,-0.2917179465293884,0.9400011897087096,0.027319706976413727,-1.2497037649154663,0
Matt House,2019,Kansas City Chiefs (NFL),linebackers,D,LB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eric Bieniemy,2019,Kansas City Chiefs (NFL),offensive coordinator,OC,OC,2,11,0.75,0.675,0,1,-0.13289453089237213,0.949066996574402,-1.272773265838623,-0.687801718711853,0.2469306290149689,0.5227600336074829,0.11609911918640135,-0.8409541845321655,0
Andy Heck,2019,Kansas City Chiefs (NFL),offensive line,O,OL,3,15,0.75,0.675,0,0,-0.2286433428525925,0.4975678026676178,-0.8281072974205017,-1.145533323287964,0.6221554279327393,0.17486600577831268,0.7176533341407776,-0.8337953686714172,0
Mike Kafka,2019,Kansas City Chiefs (NFL),quarterbacks,O,QB,3,2,0.75,0.75,0,0,-0.03266720473766327,1.3190053701400757,-1.8707693815231323,-1.6713041067123413,0.3879692256450653,0.3523823916912079,0.20215709507465365,-1.221994400024414,0
Brendan Daly,2019,Kansas City Chiefs (NFL),run game coordinator,OC,OC,2,13,0.875,0.781,0,1,0.7003577351570129,-0.07176994532346725,-1.172972321510315,0.25935152173042303,0.2816835343837738,0.6321262717247009,-0.4752247035503388,-0.7102646827697754,0
Brendan Daly,2019,Kansas City Chiefs (NFL),defensive line,D,DL,3,13,0.875,0.781,0,0,0.7003577351570129,-0.07176994532346725,-1.172972321510315,0.25935152173042303,0.2816835343837738,0.6321262717247009,-0.4752247035503388,-0.7102646827697754,0
Deland McCullough,2019,Kansas City Chiefs (NFL),running backs,O,RB,3,1,0.75,0.75,0,0,-0.17014294862747192,1.2394983768463137,-1.7419259548187256,-1.4288064241409302,0.14861105382442474,0.013384520076215269,0.1906907856464386,-1.01941978931427,0
Tom Melvin,2019,Kansas City Chiefs (NFL),tight ends,O,TE,3,20,0.75,0.675,0,0,-0.08376184105873108,1.1512850522994995,-0.949421525001526,-0.9761512279510498,0.03816347569227218,0.5806140899658203,-0.11266405880451202,-1.4315268993377686,0
Greg Lewis,2019,Kansas City Chiefs (NFL),wide receivers,O,WR,3,4,0.75,0.604,0,0,-0.15236961841583252,1.3259694576263428,-1.4735989570617676,-0.6684118509292603,0.5155677199363708,0.22141416370868686,0.6432536840438843,-1.406662106513977,0
Jerry Holmes,2002,Los Angeles Chargers (NFL),defensive backs,D,Sec,3,3,0.0,0.0,0,0,0.7712870240211487,-0.7024855017662048,-0.5476478934288025,0.04076822474598885,0.5904399156570435,-0.6126357913017273,0.454565703868866,-0.3911399841308594,0
Dale Lindsey,2002,Los Angeles Chargers (NFL),defensive coordinator,DC,DC,2,9,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Wayne Nunnely,2002,Los Angeles Chargers (NFL),defensive line,D,DL,3,7,0.0,0.0,0,0,0.35330072045326233,0.08057281374931335,-0.4277696013450623,0.09122861176729202,0.03192994371056557,-0.11042927205562593,-0.043193813413381583,-0.051057063043117516,0
Marty Schottenheimer,2002,Los Angeles Chargers (NFL),head coach,HC,HC,1,25,0.812,0.583,1,0,0.2838284373283386,-0.16083237528800964,-0.6123206615447998,-0.340495228767395,0.4522162675857544,-0.5091133713722229,0.09390294551849364,-0.90611732006073,0
Greg Manusky,2002,Los Angeles Chargers (NFL),linebackers,D,LB,3,1,0.0,0.0,0,0,0.8415635228157043,-0.592266321182251,-0.4878458082675934,-0.2481881082057953,0.481826663017273,-0.5479138493537903,0.493139922618866,-0.8742647767066956,0
Cam Cameron,2002,Los Angeles Chargers (NFL),offensive coordinator,OC,OC,2,3,0.0,0.0,0,1,0.0993385687470436,0.4946088790893554,-0.4900190532207489,-0.012565301731228828,0.8652859330177307,-0.2356614172458649,0.2231704145669937,0.5265443325042725,0
Hudson Houck,2002,Los Angeles Chargers (NFL),offensive line,O,OL,3,19,0.0,0.0,0,0,0.7744219899177551,-0.4588294625282288,-0.4913332164287567,0.3551226854324341,0.2675829231739044,0.0412188284099102,0.735914409160614,-0.875672459602356,0
Brian Schottenheimer,2002,Los Angeles Chargers (NFL),quarterbacks,O,QB,3,3,0.0,0.0,0,0,1.129584550857544,-0.12545043230056765,0.11038706451654434,0.14878174662590027,0.4023225009441376,-0.032477296888828285,0.28830891847610474,-0.5844935178756714,0
Clarence Shelmon,2002,Los Angeles Chargers (NFL),running backs,O,RB,3,11,0.0,0.0,0,0,1.0293073654174805,-0.640475332736969,-0.4566058218479157,0.43336552381515503,0.3756380081176758,0.14959962666034698,0.14744442701339722,-1.0117287635803225,0
Tim Brewster,2002,Los Angeles Chargers (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,2.432330846786499,0.7149835824966431,-0.1171104460954666,-0.8932326436042786,-2.326799869537353,-2.380803346633911,-0.014087099581956862,-2.3288207054138184,0
James Lofton,2002,Los Angeles Chargers (NFL),wide receivers,O,WR,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jerry Holmes,2003,Los Angeles Chargers (NFL),defensive backs,D,Sec,3,4,0.5,0.5,0,0,0.9915814399719238,-0.1119733527302742,-0.237994521856308,0.2766515910625458,0.7714372873306274,-0.5995861291885376,-0.1976085603237152,-0.3500536382198334,0
Dale Lindsey,2003,Los Angeles Chargers (NFL),defensive coordinator,DC,DC,2,9,0.5,0.5,0,1,1.2667179107666016,0.3831601142883301,-0.27220505475997925,-0.1162121444940567,0.8391194939613342,-0.6640749573707581,-0.3363386690616608,-1.1362494230270386,0
Wayne Nunnely,2003,Los Angeles Chargers (NFL),defensive line,D,DL,3,8,0.5,0.5,0,0,0.4961596727371216,0.01862074993550777,-0.3961513042449951,-0.018951281905174252,0.22458146512508392,-0.29885655641555786,-0.13217006623744965,-0.44085922837257385,0
Marty Schottenheimer,2003,Los Angeles Chargers (NFL),head coach,HC,HC,1,26,0.5,0.479,1,0,0.5440937280654907,0.08355584740638733,-0.4962972104549408,-0.28080233931541443,0.6292262077331543,-0.5830746293067932,-0.4556258022785187,-0.7188341021537781,0
Greg Manusky,2003,Los Angeles Chargers (NFL),linebackers,D,LB,3,2,0.5,0.5,0,0,1.0514529943466189,0.13737207651138306,-0.25341811776161194,-0.08110218495130539,0.7259153723716736,-0.6099876761436462,-0.39533638954162603,-0.6478706002235413,0
Cam Cameron,2003,Los Angeles Chargers (NFL),offensive coordinator,OC,OC,2,4,0.5,0.5,0,1,0.5581873655319214,0.4533938765525818,-0.3007548451423645,-0.09037625044584274,0.6867951154708862,-0.5678744316101074,-0.05912309139966965,-0.3117723762989044,0
Hudson Houck,2003,Los Angeles Chargers (NFL),offensive line,O,OL,3,20,0.5,0.5,0,0,0.9217913150787354,0.2270394712686539,-0.15724581480026245,0.33352455496788025,0.30036112666130066,-0.35732942819595337,0.062404677271842963,-0.8317219614982605,0
Brian Schottenheimer,2003,Los Angeles Chargers (NFL),quarterbacks,O,QB,3,4,0.5,0.5,0,0,1.336769461631775,0.3726504743099213,0.06214990466833115,0.041960757225751884,0.4800924360752106,-0.13985991477966309,-0.28551214933395386,-0.34443023800849915,0
Clarence Shelmon,2003,Los Angeles Chargers (NFL),running backs,O,RB,3,12,0.5,0.5,0,0,1.1919642686843872,0.14568611979484558,-0.13699714839458466,0.15532466769218445,0.3697050213813782,-0.14872364699840546,-0.10866627097129823,-1.0723450183868408,0
Tim Brewster,2003,Los Angeles Chargers (NFL),tight ends,O,TE,3,1,0.5,0.5,0,0,1.3370872735977173,0.2370629757642746,-0.18959516286849976,-0.2162104696035385,0.41322004795074463,-0.9822486639022828,-0.4414076209068297,-0.9909237027168274,0
James Lofton,2003,Los Angeles Chargers (NFL),wide receivers,O,WR,3,1,0.5,0.5,0,0,1.3830045461654663,0.36696431040763855,-0.2595494091510773,0.018692392855882645,0.9508824944496156,-0.7345950603485107,-0.20452040433883667,-1.0860084295272827,0
Tim Brewster,2004,Los Angeles Chargers (NFL),tight ends,O,TE,3,2,0.5,0.375,0,0,1.685387372970581,0.20454397797584534,-0.7019069790840149,-0.2653456926345825,-1.0264456272125244,-0.6878260374069214,0.7934982180595398,-0.9753764867782592,0
Wade Phillips,2004,Los Angeles Chargers (NFL),defensive coordinator,DC,DC,2,22,0.688,0.475,0,1,-0.2471311688423157,0.3164656460285187,-0.9996492862701416,-0.28434979915618896,-0.4198857843875885,-0.35010984539985657,-0.9238423109054564,-0.3383510410785675,0
Wayne Nunnely,2004,Los Angeles Chargers (NFL),defensive line,D,DL,3,9,0.5,0.375,0,0,0.5248119235038757,-0.03868292644619942,-0.5062451958656311,0.09205485880374907,-0.4019565880298615,-0.2618286907672882,0.2157921642065048,-0.5784553289413452,0
Marty Schottenheimer,2004,Los Angeles Chargers (NFL),head coach,HC,HC,1,27,0.5,0.417,1,0,0.6352064609527588,-0.05335390567779541,-0.7373872399330139,-0.2203245460987091,-0.22189012169837952,-0.4902962744235992,0.337332159280777,-0.6906499862670898,0
Greg Manusky,2004,Los Angeles Chargers (NFL),linebackers,D,LB,3,3,0.5,0.375,0,0,1.0842944383621216,-0.03725987300276756,-0.4587464928627014,0.09906446933746338,-0.7188447713851929,-0.3089982569217682,0.4751517176628113,-0.7526206970214844,0
Cam Cameron,2004,Los Angeles Chargers (NFL),offensive coordinator,OC,OC,2,5,0.5,0.375,0,1,0.9181196093559264,0.20137998461723328,-0.4225463569164276,0.02042664773762226,-0.2853913307189941,-0.37921783328056335,0.4353010654449463,-0.292497992515564,0
Hudson Houck,2004,Los Angeles Chargers (NFL),offensive line,O,OL,3,21,0.5,0.375,0,0,0.9746760129928588,0.10092952847480774,-0.2586548626422882,0.34273776412010193,-0.2736061215400696,-0.18161717057228088,0.4258621037006378,-0.6415936946868896,0
Brian Schottenheimer,2004,Los Angeles Chargers (NFL),quarterbacks,O,QB,3,5,0.5,0.375,0,0,1.2897974252700806,0.2631598711013794,-0.11158258467912674,0.18506206572055814,-0.7549341917037964,0.0744238942861557,0.4436545968055725,-0.7826393246650696,0
Clarence Shelmon,2004,Los Angeles Chargers (NFL),running backs,O,RB,3,13,0.5,0.375,0,0,1.0608663558959959,-0.15618467330932614,-0.2650149166584015,0.290964275598526,-0.3688858449459076,-0.0284996684640646,0.23082950711250305,-0.7639567852020264,0
Brian Stewart,2004,Los Angeles Chargers (NFL),secondary,D,Sec,3,2,0.0,0.0,0,0,1.928586721420288,0.9381751418113708,0.23635081946849826,0.3775825798511505,0.2722000479698181,1.0378466844558716,0.2654004395008087,-0.2651267349720001,0
James Lofton,2004,Los Angeles Chargers (NFL),wide receivers,O,WR,3,2,0.5,0.375,0,0,1.7257447242736816,0.13811855018138885,-0.5770060420036316,0.0395539253950119,-0.8747643828392029,-0.664819061756134,0.6198690533638,-1.1467242240905762,0
Wade Phillips,2005,Los Angeles Chargers (NFL),defensive coordinator,DC,DC,2,23,0.75,0.487,0,1,0.505565345287323,0.16998255252838135,-0.8551695346832275,0.0018944629700854423,-0.9144999384880066,-0.37582865357398987,-0.3123951852321625,-0.3108185827732086,0
Wayne Nunnely,2005,Los Angeles Chargers (NFL),defensive line,D,DL,3,10,0.75,0.5,0,0,0.6344422101974487,0.08157604932785034,-0.5498883724212646,0.21741530299186707,-0.2482506483793259,0.05403439700603485,0.138748899102211,-0.24828965961933136,0
Marty Schottenheimer,2005,Los Angeles Chargers (NFL),head coach,HC,HC,1,28,0.75,0.5,1,0,0.8493927717208862,-0.07311837375164032,-0.7392891645431519,-0.046832267194986336,-0.5039958357810974,0.18927091360092166,0.34647080302238464,-0.6034328937530518,0
Greg Manusky,2005,Los Angeles Chargers (NFL),linebackers,D,LB,3,4,0.75,0.5,0,0,1.212728500366211,0.08954810351133348,-0.4809524416923523,0.2725022733211517,-0.7155671715736389,0.3527858257293701,0.23282255232334134,-0.4900465607643128,0
Cam Cameron,2005,Los Angeles Chargers (NFL),offensive coordinator,OC,OC,2,6,0.75,0.5,0,1,1.0398015975952148,0.1768413484096527,-0.5293078422546387,0.06667640060186386,-0.3629633486270905,0.10339553654193878,0.09333578497171402,-0.17261046171188354,0
Carl Mauck,2005,Los Angeles Chargers (NFL),offensive line,O,OL,3,20,0.312,0.25,0,0,-0.4891680181026459,0.19040630757808685,-0.5570997595787048,0.19072449207305908,-0.806083083152771,-0.06752000004053116,-0.11564135551452635,0.4448923766613007,0
Brian Schottenheimer,2005,Los Angeles Chargers (NFL),quarterbacks,O,QB,3,6,0.75,0.5,0,0,1.2084307670593262,0.4255179464817047,-0.23938947916030884,0.14000816643238068,-0.5637469887733461,0.5196842551231384,0.3771156668663025,-0.2799231708049774,0
Clarence Shelmon,2005,Los Angeles Chargers (NFL),running backs,O,RB,3,14,0.75,0.5,0,0,1.1397625207901,0.2991991341114044,-0.28998568654060364,0.13720080256462094,-0.3764465153217316,0.415394127368927,0.008853101171553135,-0.25047367811203003,0
Brian Stewart,2005,Los Angeles Chargers (NFL),secondary,D,Sec,3,3,0.75,0.75,0,0,1.8009570837020874,0.8312484622001648,-0.18925303220748899,-0.05628660693764687,-0.2480967342853546,0.9164246916770936,0.4239034056663513,-0.2421361804008484,0
Rob Chudzinski,2005,Los Angeles Chargers (NFL),tight ends,O,TE,3,1,0.25,0.25,0,0,0.8029521703720093,1.200946807861328,-0.576246976852417,0.564443051815033,1.3122334480285645,0.4752987325191498,0.552638053894043,0.23220236599445346,0
James Lofton,2005,Los Angeles Chargers (NFL),wide receivers,O,WR,3,3,0.75,0.5,0,0,1.8920639753341677,0.378393292427063,-0.6767910718917847,0.41084083914756775,-0.8303176760673523,0.14610637724399567,0.21437035501003265,-0.5233760476112366,0
Wade Phillips,2006,Los Angeles Chargers (NFL),defensive coordinator,DC,DC,2,24,0.75,0.5,0,1,0.44263216853141785,0.10479561239480972,-0.8704450726509094,0.1078490987420082,-1.1386641263961792,-0.13597621023654938,-0.4756152331829071,-0.393628865480423,0
Wayne Nunnely,2006,Los Angeles Chargers (NFL),defensive line,D,DL,3,11,0.75,0.516,0,0,0.2958780527114868,0.15891234576702118,-0.5133069157600403,0.2060222178697586,-0.7347743511199951,0.17350517213344574,-0.13744434714317322,-0.2128749787807465,0
Marty Schottenheimer,2006,Los Angeles Chargers (NFL),head coach,HC,HC,1,29,0.75,0.512,1,0,0.8168767690658569,-0.07878562062978745,-0.6553610563278198,0.004457246977835894,-0.7801566123962402,0.3407840430736542,0.2290646433830261,-0.4948797225952149,0
Greg Manusky,2006,Los Angeles Chargers (NFL),linebackers,D,LB,3,5,0.75,0.516,0,0,0.6232785582542419,0.1731804609298706,-0.4212568998336792,0.4093400537967682,-1.109750509262085,0.5114895105361938,-0.01209945697337389,-0.2790434658527374,0
Cam Cameron,2006,Los Angeles Chargers (NFL),offensive coordinator,OC,OC,2,7,0.75,0.516,0,1,0.6957892179489136,0.10194997489452362,-0.4221620559692383,0.375058263540268,-0.9687400460243224,0.3256473243236542,0.03930044174194336,0.08869124948978424,0
Jack Henry,2006,Los Angeles Chargers (NFL),offensive line,O,OL,3,11,0.562,0.388,0,0,0.15779291093349454,-0.5789663195610046,-0.7185497283935547,0.24955101311206815,0.16004358232021332,0.6816224455833435,-0.1568744331598282,-0.6067290902137756,0
John Ramsdell,2006,Los Angeles Chargers (NFL),quarterbacks,O,QB,3,7,0.75,0.516,0,0,0.9745100140571594,-0.7623293995857239,-0.9885366559028624,-0.9050244092941284,0.42732882499694813,0.6243441104888916,-0.7617067098617554,0.15088017284870148,0
Clarence Shelmon,2006,Los Angeles Chargers (NFL),running backs,O,RB,3,15,0.75,0.516,0,0,0.460534930229187,0.4865707159042358,-0.3085576295852661,0.18194708228111267,-1.0088194608688354,0.4736433923244476,0.13463489711284635,-0.2491326034069061,0
Brian Stewart,2006,Los Angeles Chargers (NFL),secondary,D,Sec,3,4,0.75,0.656,0,0,0.9829826951026917,0.8685075640678406,0.011786280199885368,0.3227376639842987,-1.0688706636428833,0.8337663412094116,-0.2158997803926468,0.3008067607879639,0
Rob Chudzinski,2006,Los Angeles Chargers (NFL),tight ends,O,TE,3,2,0.562,0.406,0,0,0.39424213767051697,0.822562575340271,-0.1906868815422058,0.7656363844871521,-0.751969039440155,0.5994088649749756,0.28434965014457697,0.1862899512052536,0
